	Unnamed: 0	genome_id	resistant_phenotype
0	133445	1438833.3	0
1	133944	1773.2485	1
2	133960	1773.2486	1
3	133983	1773.2487	0
4	133991	1773.287	0
5	134001	1773.2488	0
6	134014	1773.2491	0
7	134022	1773.2490	1
8	134030	1773.2492	0
9	134038	1773.2494	1
10	134059	1773.2495	0
11	134241	1773.2513	0
12	134249	1773.2514	0
13	134257	1773.2515	0
14	134265	1773.275	0
15	134280	1773.2517	0
16	134288	1773.331	0
17	134298	1773.2518	0
18	134320	1773.2519	1
19	134376	1773.314	0
20	135401	1773.2540	0
21	135409	1773.2541	0
22	135439	1773.2545	0
23	135621	1773.2569	0
24	135643	1438835.3	0
25	135668	1773.2573	0
26	135767	1773.2581	1
27	137745	1773.2588	0
28	137783	1773.2591	0
29	141259	1773.2601	0
30	141279	1773.2602	1
31	141287	1773.2603	1
32	141295	1773.2604	0
33	141303	1773.344	0
34	141313	1773.2605	0
35	141331	1773.2606	1
36	141339	1773.2607	1
37	141351	1773.2608	0
38	145135	1438837.3	0
39	145142	1438838.3	0
40	152199	1773.2638	0
41	152207	1773.2639	0
42	152219	1773.2640	0
43	152227	1773.2641	0
44	152631	1438842.3	0
45	153213	1438843.3	0
46	153263	1438844.3	1
47	153274	1438845.3	0
48	153301	1438846.3	0
49	153312	1438847.3	0
50	153324	1438848.3	0
51	153331	1438849.3	1
52	153383	1438854.3	0
53	153390	1773.2679	0
54	153437	1773.2685	0
55	153445	1773.2686	1
56	153604	1438856.3	0
57	153681	1438858.3	0
58	153688	1438859.3	1
59	153709	1438862.3	0
60	153831	1773.2702	0
61	153839	1773.2703	0
62	153860	1773.2705	0
63	153868	1773.2706	0
64	153888	1773.2707	0
65	154153	1773.2717	0
66	154182	1773.2720	1
67	154194	1773.2721	0
68	154232	1773.2724	0
69	154240	1773.335	0
70	154254	1773.2725	0
71	154262	1773.2726	0
72	154274	1773.2727	0
73	154286	1773.2728	1
74	154298	1773.2729	0
75	154310	1773.2730	0
76	154322	1773.2731	1
77	154338	1773.2733	1
78	154457	1438863.3	1
79	154475	1438865.3	0
80	154671	1438868.3	0
81	154678	1438869.3	1
82	154685	1438870.3	0
83	155078	1773.2782	0
84	155086	1773.2783	0
85	155094	1773.2784	0
86	155102	1438871.3	0
87	155109	1773.2785	1
88	155117	1773.2786	0
89	155125	1773.2787	0
90	155141	1773.2789	0
91	155189	1438872.3	0
92	155196	1773.2796	0
93	155204	1773.2797	0
94	155220	1773.2799	0
95	155228	1773.2800	0
96	155246	1773.2803	0
97	155321	1773.2807	1
98	155446	1773.354	0
99	155668	1438874.3	0
100	155813	1773.2867	0
101	155821	1773.2868	0
102	155829	1773.2869	0
103	155841	1773.2870	0
104	155849	1773.2871	0
105	155857	1773.2872	0
106	155865	1773.2873	0
107	155873	1773.304	1
108	155984	1773.2889	1
109	155997	1773.2890	0
110	156005	1773.342	0
111	156621	1773.2931	1
112	156730	1773.2943	0
113	156785	1773.2947	0
114	156801	1773.2949	1
115	156809	1773.2950	1
116	156817	1773.2951	0
117	156825	1773.2952	0
118	156851	1773.278	0
119	156861	1773.2956	0
120	156869	1773.2957	0
121	157939	1773.3066	0
122	158430	1773.3103	0
123	158438	1773.3104	0
124	158553	1773.3115	1
125	158731	1773.3141	0
126	158744	1773.3143	1
127	158828	1773.3151	0
128	158836	1773.3152	1
129	158849	1773.3154	0
130	158857	1773.3155	0
131	158865	1773.3156	0
132	158873	1773.3157	1
133	158881	1773.3158	1
134	158902	1773.3161	1
135	158937	1773.3166	1
136	158963	1773.3168	0
137	158971	1773.3171	0
138	158979	1773.352	0
139	159048	1773.281	0
140	159073	1773.318	0
141	159090	1773.284	1
142	159100	1773.3185	1
143	159112	1773.3186	0
144	159120	1773.3187	1
145	159140	1773.3188	0
146	159148	1773.3189	0
147	159244	1773.3193	1
148	159293	1773.3194	0
149	159317	1773.3195	0
150	159335	1773.3198	1
151	159343	1773.370	0
152	159385	1773.3200	0
153	159416	1773.3204	0
154	159468	1773.3211	0
155	159476	1773.3212	1
156	159484	1773.3213	0
157	159512	1773.3218	1
158	159540	1773.3223	0
159	159561	1773.372	0
160	159599	1773.3229	0
161	159607	1773.325	0
162	159639	1773.3233	1
163	159662	1773.3236	0
164	159923	1773.277	0
165	159959	1773.308	0
166	160320	1773.326	0
167	160330	1773.3294	0
168	160338	1773.3295	0
169	160350	1773.3296	1
170	160376	1773.3301	0
171	160388	1773.3302	1
172	160535	1773.3319	0
173	160542	1773.3320	0
174	160550	1773.3321	1
175	160558	1773.3322	1
176	160566	1773.3323	0
177	160574	1773.3324	0
178	160582	1773.3325	0
179	160590	1773.3326	0
180	160598	1773.3327	1
181	160606	1773.3328	0
182	160614	1773.3329	0
183	160622	1773.3330	0
184	160630	1773.3331	0
185	160841	1773.3355	0
186	160849	1773.3357	0
187	160857	1773.3358	0
188	160865	1773.3359	1
189	160873	1773.3360	0
190	160885	1773.3361	0
191	160893	1773.367	0
192	160903	1773.3362	1
193	160911	1773.3363	0
194	161018	1773.3376	0
195	161026	1773.3377	0
196	161047	1773.3380	0
197	161055	1773.3381	0
198	161063	1773.3382	0
199	161076	1773.3384	1
200	161103	1773.3387	0
201	161129	1773.3391	0
202	161137	1773.3392	0
203	161145	1773.3393	0
204	161153	1773.3394	0
205	161172	1773.3396	0
206	161180	1773.3397	0
207	161188	1773.3398	0
208	161196	1773.3399	0
209	161204	1773.3400	1
210	161482	1773.305	1
211	161492	1773.3429	1
212	161504	1773.3430	0
213	161512	1773.319	0
214	161522	1773.3431	0
215	161538	1773.3433	0
216	161550	1773.3434	0
217	161563	1773.3436	0
218	161571	1773.3437	0
219	161966	1773.271	1
220	161976	1773.3490	1
