	Unnamed: 0	genome_id	resistant_phenotype
0	133348	1773.5459	0
1	133353	1773.546	0
2	133358	1773.5461	0
3	133363	1773.2438	0
4	133380	1773.2436	0
5	133385	1773.2437	0
6	133390	1773.2439	0
7	133395	1773.244	0
8	133404	1773.2441	1
9	133409	1773.2442	0
10	133414	1773.2443	0
11	133419	1773.2444	0
12	133425	1773.366	0
13	133450	1438833.3	1
14	133470	1773.2448	0
15	133503	1773.2447	0
16	133518	1773.2451	0
17	133523	1773.2452	0
18	133548	1773.5462	0
19	133558	1773.5464	0
20	133568	1773.2454	0
21	133573	1773.2455	0
22	133578	1773.2456	0
23	133591	1773.2457	0
24	133596	1773.2458	0
25	133619	1773.2461	0
26	133628	1773.2464	0
27	133703	1773.2462	0
28	133716	1773.2463	0
29	133721	1773.2465	0
30	133731	1773.5466	0
31	133741	1773.2467	0
32	133746	1773.2468	0
33	133751	1773.2469	0
34	133764	1773.247	0
35	133773	1773.2471	0
36	133778	1773.2472	0
37	133795	1773.2473	0
38	133800	1773.2474	0
39	133805	1773.2475	0
40	133855	1773.2476	0
41	133860	1773.2477	0
42	133865	1773.2478	0
43	133870	1773.2479	0
44	133879	1773.248	0
45	133884	1773.2481	0
46	133901	1773.2482	1
47	133915	1773.2484	0
48	133942	1773.5467	1
49	133950	1773.2485	1
50	133965	1773.2486	1
51	133989	1773.2487	1
52	133999	1773.287	1
53	134007	1773.2488	1
54	134020	1773.2491	1
55	134028	1773.249	1
56	134036	1773.2492	1
57	134044	1773.2494	1
58	134065	1773.2495	1
59	134070	1773.2496	0
60	134079	1773.2497	0
61	134092	1773.2498	0
62	134097	1773.2499	1
63	134102	1773.25	0
64	134111	1773.2501	0
65	134116	1773.2502	0
66	134125	1773.2503	0
67	134130	1773.2504	0
68	134135	1773.2505	0
69	134154	1773.2506	1
70	134164	1773.2508	0
71	134177	1773.2509	0
72	134190	1773.251	0
73	134222	1773.2511	0
74	134235	1773.3010000000002	0
75	134247	1773.2513	1
76	134255	1773.2514	1
77	134263	1773.2515	1
78	134273	1773.275	1
79	134278	1773.2516	0
80	134286	1773.2517	1
81	134296	1773.3310000000001	1
82	134304	1773.2518	1
83	134318	1773.3220000000001	0
84	134326	1773.2519	1
85	134361	1773.307	1
86	134385	1773.3139999999999	1
87	134394	1773.2521	0
88	134403	1773.2522	0
89	134412	1773.2523	0
90	134421	1773.2524	0
91	134434	1773.2525	0
92	135215	1773.2526	0
93	135220	1773.2527	0
94	135237	1773.2528	0
95	135242	1773.5468	0
96	135247	1773.5469	0
97	135260	1773.2529	0
98	135281	1773.253	0
99	135286	1773.2531	0
100	135295	1773.2532	0
101	135306	1773.2533	0
102	135311	1773.2534	0
103	135340	1773.2535	0
104	135373	1773.2536	0
105	135378	1773.2537	0
106	135391	1773.2538	0
107	135407	1773.254	1
108	135415	1773.2541	1
109	135428	1773.2543	0
110	135437	1773.2544	0
111	135445	1773.2545	1
112	135462	1773.2546	0
113	135467	1773.2547	0
114	135472	1773.2548	0
115	135477	1773.2549	0
116	135491	1773.283	0
117	135496	1773.255	0
118	135501	1773.2551	0
119	135506	1773.2552	0
120	135511	1773.2553	0
121	135522	1773.2554	0
122	135527	1773.2555	0
123	135532	1773.2556	0
124	135542	1773.2558	0
125	135563	1773.2559	0
126	135568	1773.2561	0
127	135573	1773.2562	0
128	135582	1773.2563	0
129	135592	1773.2565	0
130	135609	1773.2566	0
131	135614	1773.2568	0
132	135619	1773.2567	0
133	135627	1773.2569	1
134	135648	1438835.3	1
135	135653	1773.257	0
136	135658	1773.2571	0
137	135674	1773.2573	1
138	135683	1773.2572	0
139	135696	1773.547	0
140	135701	1773.5471	0
141	135706	1773.5472	0
142	135715	1773.2574	0
143	135720	1773.2575	0
144	135725	1773.2576	0
145	135730	1773.2577	0
146	135735	1773.2578	0
147	135740	1773.2579	0
148	135753	1773.258	0
149	135773	1773.2581	1
150	135798	1773.2582	0
151	135803	1773.2583	0
152	135808	1773.2584	0
153	135817	1773.2585	0
154	135822	1773.2586	0
155	137751	1773.2588	1
156	137756	1773.2587	0
157	137765	1773.2589	0
158	137770	1773.259	0
159	137789	1773.2591	1
160	137802	1773.2592	0
161	137807	1773.2593	0
162	137824	1773.2594	0
163	137846	1773.2595	0
164	137852	1773.3229999999999	0
165	137862	1773.2596	0
166	137871	1773.2597	1
167	137876	1773.2598	0
168	137895	1773.296	1
169	137930	1773.3120000000001	1
170	137935	1773.5473	1
171	141257	1773.26	0
172	141265	1773.2601	1
173	141285	1773.2602	1
174	141293	1773.2603	1
175	141301	1773.2604	1
176	141311	1773.344	1
177	141319	1773.2605	1
178	141329	1773.2679999999998	0
179	141337	1773.2606	1
180	141345	1773.2607	1
181	141357	1773.2608	1
182	141366	1773.5474	0
183	141379	1773.2609	0
184	141388	1773.5475	1
185	141397	1773.5476	0
186	141402	1773.261	0
187	141415	1773.2611	0
188	141421	1773.32	0
189	141426	1773.2612	0
190	141435	1773.2613	0
191	141442	1773.2614	0
192	141455	1773.2615	0
193	141480	1773.2616	1
194	141494	1773.2618	0
195	141515	1773.2619	0
196	145140	1438837.3	1
197	145147	1438838.3	1
198	145156	1773.262	0
199	145170	1773.2622	0
200	145190	1773.2623	0
201	145203	1773.2624	0
202	145220	1773.2625	0
203	145229	1773.2626	0
204	145238	1773.2627	0
205	149025	1773.28	0
206	149059	1773.328	0
207	149076	1773.263	0
208	149085	1773.2631	0
209	149125	1773.2632	0
210	149154	1773.2633	0
211	149184	1773.2635	0
212	149231	1773.5477	0
213	149236	1773.5478	1
214	152205	1773.2638	1
215	152213	1773.2639	1
216	152225	1773.264	1
217	152233	1773.2641	1
218	152270	1773.2642	0
219	152288	1773.2644	0
220	152333	1773.2645	0
221	152354	1773.2646	0
222	152408	1773.293	0
223	152572	1773.2647	0
224	152581	1773.2648	0
225	152636	1438842.3	1
226	152665	1773.2649	0
227	152693	1773.265	0
228	152710	1773.5479	0
229	152742	1773.5481	0
230	152799	1773.2651	0
231	152812	1773.2652	0
232	152842	1773.2654	0
233	152911	1773.2655	1
234	152996	1773.317	0
235	153001	1773.2659	0
236	153026	1773.266	0
237	153031	1773.2661	0
238	153036	1773.2662	0
239	153041	1773.2663	0
240	153051	1773.2665	0
241	153056	1773.2666	0
242	153077	1773.2667	0
243	153110	1773.2668	0
244	153127	1773.2669	0
245	153178	1773.2672	0
246	153218	1438843.3	1
247	153223	1773.2674	0
248	153268	1438844.3	1
249	153279	1438845.3	1
250	153306	1438846.3	1
251	153317	1438847.3	1
252	153322	1773.2677	0
253	153329	1438848.3	1
254	153336	1438849.3	1
255	153388	1438854.3	1
256	153396	1773.2679	1
257	153401	1773.268	0
258	153406	1773.2681	0
259	153443	1773.2685	1
260	153451	1773.2686	1
261	153472	1773.2688	0
262	153481	1773.2689	0
263	153506	1773.269	0
264	153511	1773.2691	0
265	153532	1773.2692	0
266	153557	1773.2693	0
267	153578	1773.2694	0
268	153609	1438856.3	1
269	153646	1773.2695	0
270	153651	1773.2696	0
271	153686	1438858.3	1
272	153693	1438859.3	1
273	153714	1438862.3	1
274	153743	1773.2697	0
275	153772	1773.2698	0
276	153790	1773.27	0
277	153796	1773.3129999999999	0
278	153821	1773.2701	0
279	153837	1773.2702	1
280	153845	1773.2703	1
281	153854	1773.2704	0
282	153866	1773.2705	1
283	153874	1773.2706	1
284	153894	1773.2707	1
285	153903	1773.2708	0
286	153932	1773.2709	0
287	153941	1773.271	0
288	153967	1773.2712	0
289	153980	1773.2713	0
290	154146	1773.2716	1
291	154151	1773.2715	0
292	154159	1773.2717	1
293	154180	1773.2719	0
294	154188	1773.272	1
295	154200	1773.2721	1
296	154221	1773.2722	0
297	154238	1773.2724	1
298	154248	1773.335	1
299	154260	1773.2725	1
300	154268	1773.2726	1
301	154280	1773.2727	1
302	154292	1773.2728	1
303	154304	1773.2729	1
304	154316	1773.273	1
305	154328	1773.2731	1
306	154344	1773.2733	1
307	154377	1773.2735	0
308	154394	1773.2736	0
309	154403	1773.2737	0
310	154416	1773.2738	0
311	154421	1773.2739	0
312	154426	1773.274	0
313	154447	1773.2741	0
314	154462	1438863.3	1
315	154480	1438865.3	1
316	154509	1773.339	1
317	154518	1773.2742	0
318	154551	1773.2743	0
319	154564	1773.2744	0
320	154653	1773.2745	0
321	154676	1438868.3	1
322	154683	1438869.3	1
323	154690	1438870.3	1
324	154711	1773.2746	0
325	154716	1773.2747	0
326	154786	1773.2749	0
327	154795	1773.275	0
328	154825	1773.2752	0
329	154842	1773.2754	0
330	154872	1773.2755	0
331	154897	1773.2756	0
332	154902	1773.2757	0
333	154907	1773.2758	0
334	154912	1773.2759	0
335	154922	1773.2761	0
336	154939	1773.2762	0
337	154944	1773.2763	0
338	154949	1773.2764	0
339	154954	1773.2765	0
340	154959	1773.2766	0
341	154964	1773.2767	0
342	154978	1773.2768	1
343	154983	1773.2769	0
344	154996	1773.277	0
345	155009	1773.2771	0
346	155014	1773.2772	0
347	155024	1773.2774	0
348	155029	1773.2775	0
349	155045	1773.2778	0
350	155054	1773.2779	0
351	155059	1773.278	0
352	155084	1773.2782	1
353	155092	1773.2783	1
354	155100	1773.2784	1
355	155107	1438871.3	1
356	155115	1773.2785	1
357	155123	1773.2786	1
358	155131	1773.2787	1
359	155147	1773.2789	1
360	155152	1773.279	0
361	155157	1773.2791	0
362	155163	1773.315	0
363	155168	1773.2792	0
364	155173	1773.2793	0
365	155182	1773.2794	0
366	155194	1438872.3	1
367	155202	1773.2796	1
368	155210	1773.2797	1
369	155226	1773.2799	1
370	155234	1773.28	1
371	155244	1773.2802	0
372	155252	1773.2803	1
373	155269	1773.2804	0
374	155295	1773.5482	0
375	155305	1773.5484	0
376	155314	1773.5485	0
377	155319	1773.2806	0
378	155326	1773.2807	1
379	155351	1773.2808	0
380	155356	1773.2809	0
381	155365	1773.281	0
382	155378	1773.2811	0
383	155392	1773.2813	0
384	155401	1773.2814	0
385	155406	1773.2815	0
386	155411	1773.2816	0
387	155435	1773.2817	0
388	155440	1773.2818	0
389	155455	1773.354	1
390	155468	1773.2819	0
391	155473	1773.282	0
392	155478	1773.2821	0
393	155483	1773.2822	0
394	155492	1773.2823	0
395	155501	1773.2824	0
396	155506	1773.2825	0
397	155519	1773.2826	0
398	155532	1773.2827	0
399	155537	1773.2828	0
400	155542	1773.2829	0
401	155547	1773.283	0
402	155556	1773.2831	0
403	155565	1773.2832	0
404	155574	1773.2833	0
405	155594	1773.2837	0
406	155600	1773.346	0
407	155605	1773.2838	0
408	155610	1773.2839	0
409	155621	1773.36	0
410	155626	1773.2841	0
411	155646	1773.5487	0
412	155651	1773.5488	0
413	155656	1773.2844	0
414	155661	1773.5489	0
415	155673	1438874.3	1
416	155678	1773.2846	0
417	155683	1773.2847	0
418	155696	1773.2848	0
419	155717	1773.2849	0
420	155722	1773.285	0
421	155727	1773.2851	0
422	155732	1773.2852	0
423	155742	1773.2854	0
424	155751	1773.2855	0
425	155756	1773.2856	0
426	155766	1773.2858	0
427	155771	1773.2859	0
428	155781	1773.2861	0
429	155786	1773.2862	0
430	155791	1418256.3	0
431	155796	1773.2863	0
432	155801	1773.2864	0
433	155806	1773.2865	0
434	155811	1773.2866	0
435	155819	1773.2867	1
436	155827	1773.2868	1
437	155835	1773.2869	1
438	155847	1773.287	1
439	155855	1773.2871	1
440	155863	1773.2872	1
441	155871	1773.2873	1
442	155880	1773.3039999999999	1
443	155885	1773.2874	0
444	155890	1773.2875	0
445	155895	1773.2876	0
446	155905	1773.2878	0
447	155910	1773.2879	0
448	155915	1773.288	0
449	155920	1773.2881	0
450	155925	1773.2882	0
451	155935	1773.549	0
452	155940	1773.5491	0
453	155946	1773.2884	0
454	155951	1773.2885	0
455	155960	1773.2886	0
456	155965	1773.2887	0
457	155970	1773.2891	0
458	155990	1773.2889	1
459	155995	1418255.3	0
460	156003	1773.289	1
461	156013	1773.342	1
462	156018	1773.2892	0
463	156023	1773.2893	0
464	156028	1773.2894	0
465	156050	1773.5493	0
466	156055	1773.2895	0
467	156060	1773.5494	0
468	156065	1773.2896	0
469	156078	1418251.3	1
470	156095	1773.2897	0
471	156100	1773.2898	0
472	156197	1773.2899	0
473	156207	1773.3339999999998	0
474	156212	1773.29	0
475	156217	1773.2901	0
476	156227	1773.2903	0
477	156242	1773.2906	0
478	156257	1773.2909	0
479	156262	1773.291	0
480	156267	1773.2911	0
481	156272	1773.2912	0
482	156286	1773.2914	0
483	156301	1773.5496	0
484	156306	1773.2916	0
485	156311	1773.5497	1
486	156328	1773.2917	0
487	156337	1773.2918	0
488	156342	1773.5498	0
489	156361	1773.2919	0
490	156366	1773.5499	0
491	156371	1773.292	0
492	156396	1773.2922	0
493	156458	1773.265	0
494	156510	1773.3239999999998	0
495	156530	1773.2923	0
496	156566	1773.2924	0
497	156580	1773.2925	0
498	156588	1773.2926	0
499	156596	1773.2927	0
500	156601	1773.2928	0
501	156606	1773.2929	0
502	156615	1773.293	0
503	156626	1773.2931	1
504	156631	1773.2932	0
505	156641	1773.2934	0
506	156648	1773.2935	0
507	156657	1773.2936	0
508	156663	1773.361	0
509	156677	1773.3020000000001	1
510	156682	1773.2937	0
511	156687	1773.2938	0
512	156692	1418253.3	1
513	156702	1773.294	0
514	156708	1773.3270000000002	1
515	156713	1773.2941	0
516	156718	1773.2942	0
517	156724	1773.338	0
518	156736	1773.2943	1
519	156753	1773.55	0
520	156758	1773.5501	0
521	156763	1773.5502	0
522	156768	1773.5503	0
523	156773	1773.2944	0
524	156791	1773.2947	1
525	156807	1773.2949	1
526	156815	1773.295	1
527	156823	1773.2951	1
528	156831	1773.2952	1
529	156849	1773.2955	0
530	156859	1773.2779999999998	1
531	156867	1773.2956	1
532	156875	1773.2957	1
533	156880	1773.2958	0
534	156893	1773.2959	0
535	156902	1773.296	0
536	156912	1773.2962	0
537	156917	1773.2963	0
538	156927	1773.2965	0
539	156942	1773.2968	0
540	156947	1773.2969	0
541	156952	1773.297	0
542	156964	1773.356	0
543	156992	1773.2972	0
544	156999	1773.3570000000002	0
545	157015	1773.5504	0
546	157030	1773.5505	0
547	157035	1773.2973	0
548	157056	1773.2974	0
549	157075	1773.34	1
550	157080	1773.5506	1
551	157094	1773.2975	0
552	157101	1773.2720000000002	1
553	157106	1773.2976	0
554	157111	1773.2977	0
555	157116	1773.2978	0
556	157121	1773.2979	0
557	157126	1773.298	0
558	157130	1773.336	1
559	157140	1773.5508	0
560	157145	1773.5509	0
561	157150	1773.551	0
562	157155	1773.2981	0
563	157160	1773.2982	0
564	157169	1773.2983	0
565	157174	1773.2984	0
566	157179	1773.2985	0
567	157184	1773.2986	0
568	157197	1773.2987	0
569	157202	1773.2988	0
570	157207	1773.2989	0
571	157212	1773.299	0
572	157217	1773.2991	0
573	157222	1773.2992	0
574	157235	1773.2993	0
575	157240	1773.2994	0
576	157250	1773.349	0
577	157260	1773.2996	0
578	157265	1773.2997	0
579	157270	1773.2998	0
580	157275	1418252.3	1
581	157280	1773.2999	0
582	157290	1773.3629999999998	0
583	157295	1773.3	0
584	157305	1773.3002	0
585	157310	1773.3003	0
586	157315	1773.3004	0
587	157324	1773.3005	0
588	157329	1773.3006	0
589	157344	1773.3009	0
590	157354	1773.3011	0
591	157359	1773.3012	0
592	157364	1773.3013	0
593	157377	1773.3014	0
594	157385	1773.3015	0
595	157399	1773.3016	0
596	157507	1418254.3	1
597	157521	1773.3019	0
598	157526	1773.302	0
599	157531	1773.3021	0
600	157551	1773.3023	0
601	157556	1773.5511	0
602	157580	1773.3025	0
603	157589	1773.3026	0
604	157594	1773.5512	0
605	157633	1773.3027	0
606	157638	1773.3028	0
607	157643	1773.3029	0
608	157654	1773.303	0
609	157672	1773.3032	0
610	157677	1773.3033	0
611	157687	1773.3035	0
612	157692	1773.3036	0
613	157698	1773.285	0
614	157703	1773.3037	0
615	157708	1773.3038	0
616	157722	1773.304	0
617	157727	1773.3041	0
618	157732	1773.3042	0
619	157742	1773.3044	1
620	157747	1773.3045	0
621	157752	1773.3046	0
622	157757	1773.5513	0
623	157762	1773.5514	0
624	157771	1773.3047	0
625	157781	1773.3049	0
626	157790	1773.305	0
627	157795	1773.3051	0
628	157800	1773.3052	0
629	157843	1773.3053	0
630	157853	1773.274	0
631	157861	1773.3054	1
632	157866	1773.3055	1
633	157887	1773.3057	0
634	157892	1773.3058	0
635	157897	1773.3059	0
636	157902	1773.306	0
637	157907	1773.3061	0
638	157912	1773.3062	0
639	157917	1773.3063	0
640	157922	1773.3064	0
641	157927	1773.3065	0
642	157932	1773.5515	1
643	157945	1773.3066	1
644	157951	1773.2920000000001	0
645	157962	1773.3067	0
646	157967	1773.3068	0
647	157983	1773.3069	0
648	157995	1773.307	0
649	158033	1773.3071	0
650	158060	1773.3072	0
651	158085	1773.368	0
652	158108	1773.3075	0
653	158113	1773.3076	0
654	158118	1773.3077	0
655	158128	1773.5518	0
656	158133	1773.3078	0
657	158146	1773.3079	0
658	158151	1773.308	0
659	158156	1773.3081	0
660	158161	1773.3082	0
661	158166	1773.3083	0
662	158182	1773.3084	0
663	158187	1773.3085	0
664	158192	1773.3086	0
665	158197	1773.3087	0
666	158202	1773.3088	0
667	158223	1773.3089	0
668	158228	1773.309	0
669	158233	1773.3091	0
670	158254	1773.3092	0
671	158267	1773.3093	0
672	158283	1773.3094	0
673	158297	1773.3095	0
674	158322	1773.3096	0
675	158359	1773.3097	0
676	158396	1773.3098	0
677	158401	1773.3099	0
678	158418	1773.31	0
679	158423	1773.3101	0
680	158436	1773.3103	1
681	158444	1773.3104	1
682	158449	1773.3105	0
683	158457	1773.3106	0
684	158462	1773.3107	0
685	158478	1773.3108	0
686	158502	1773.2939999999999	0
687	158526	1773.3109	0
688	158531	1773.311	0
689	158536	1773.3111	0
690	158541	1773.3112	0
691	158546	1773.3113	1
692	158551	1773.3114	1
693	158559	1773.3115	1
694	158598	1773.312	0
695	158603	1773.3121	0
696	158616	1773.3122	0
697	158621	1773.3123	0
698	158626	1773.3124	0
699	158631	1773.5519	0
700	158636	1773.552	0
701	158641	1773.3125	0
702	158646	1773.3126	0
703	158656	1773.3128	0
704	158661	1773.3129	0
705	158666	1773.5521	0
706	158671	1773.313	0
707	158676	1773.3131	0
708	158681	1773.3132	0
709	158686	1773.3133	1
710	158691	1773.3134	1
711	158700	1773.3135	0
712	158705	1773.3136	0
713	158710	1773.3137	0
714	158715	1773.3138	0
715	158729	1773.314	0
716	158737	1773.3141	1
717	158742	1773.3142	0
718	158750	1773.3143	1
719	158755	1773.3144	0
720	158760	1773.3145	0
721	158782	1773.5522	0
722	158791	1773.5523	1
723	158796	1773.5524	0
724	158811	1773.3147	0
725	158816	1773.3148	0
726	158821	1773.3149	0
727	158834	1773.3151	1
728	158842	1773.3152	1
729	158847	1773.3153	0
730	158855	1773.3154	1
731	158863	1773.3155	1
732	158871	1773.3156	1
733	158879	1773.3157	1
734	158886	1773.3158	1
735	158896	1773.316	0
736	158908	1773.3161	1
737	158925	1773.3163	0
738	158930	1773.3164	0
739	158935	1773.3165	0
740	158943	1773.3166	1
741	158948	1773.5525	0
742	158961	1773.5526	0
743	158969	1773.3168	1
744	158977	1773.3171	1
745	158986	1773.352	1
746	158991	1773.3169	0
747	158996	1773.317	0
748	159001	1773.3172	0
749	159006	1773.3173	0
750	159011	1773.3174	0
751	159016	1773.3175	0
752	159021	1773.3176	0
753	159026	1773.3177	0
754	159036	1773.3179	0
755	159041	1773.318	0
756	159055	1773.281	1
757	159082	1773.318	1
758	159088	1773.3184	1
759	159098	1773.2839999999999	1
760	159106	1773.3185	1
761	159118	1773.3186	1
762	159126	1773.3187	1
763	159146	1773.3188	1
764	159154	1773.3189	1
765	159195	1773.5527	0
766	159217	1773.3191	0
767	159230	1773.5528	0
768	159250	1773.3193	1
769	159255	1773.3192	0
770	159299	1773.3194	1
771	159323	1773.3195	1
772	159333	1773.3197	0
773	159341	1773.3198	1
774	159351	1773.37	1
775	159391	1773.32	1
776	159396	1773.3201	0
777	159401	1773.3202	0
778	159414	1773.3203	0
779	159422	1773.3204	1
780	159427	1773.3205	0
781	159438	1773.3206	1
782	159443	1773.3207	1
783	159456	1773.3209	1
784	159461	1773.321	0
785	159466	1773.5529	0
786	159474	1773.3211	1
787	159482	1773.3212	1
788	159490	1773.3213	1
789	159495	1773.3214	0
790	159500	1773.3215	0
791	159505	1773.3216	0
792	159510	1773.3217	0
793	159518	1773.3218	1
794	159523	1773.3219	0
795	159528	1773.322	0
796	159533	1773.3221	0
797	159538	1773.3222	0
798	159546	1773.3223	1
799	159551	1773.3224	0
800	159569	1773.372	0
801	159583	1773.3226	0
802	159588	1773.3228	0
803	159593	1773.3227	0
804	159605	1773.3229	1
805	159615	1773.325	1
806	159620	1773.323	0
807	159637	1773.3232	0
808	159645	1773.3233	1
809	159650	1773.3234	0
810	159655	1773.553	1
811	159660	1773.3235	1
812	159668	1773.3236	1
813	159673	1773.3237	0
814	159701	1773.3238	0
815	159732	1773.316	0
816	159742	1773.273	0
817	159752	1773.324	0
818	159761	1773.3241	0
819	159766	1773.3242	0
820	159771	1773.3243	0
821	159776	1773.3244	0
822	159781	1773.3245	0
823	159787	1773.289	0
824	159792	1773.3246	0
825	159797	1773.3247	0
826	159802	1773.3248	0
827	159807	1773.3249	0
828	159822	1773.3252	0
829	159832	1773.3255	0
830	159837	1773.3254	0
831	159842	1773.3256	0
832	159847	1773.3257	0
833	159852	1773.3258	0
834	159921	1773.3259	0
835	159932	1773.277	1
836	159937	1773.326	1
837	159942	1773.3261	0
838	159947	1773.3262	0
839	159952	1773.3263	0
840	159957	1773.3264	0
841	159968	1773.308	1
842	159973	1773.3265	1
843	159978	1773.3266	1
844	159983	1773.3267	0
845	159993	1773.5532	0
846	159998	1773.5533	0
847	160003	1773.3268	0
848	160008	1773.3269	0
849	160013	1773.327	0
850	160018	1773.3271	0
