	Unnamed: 0	genome_id	resistant_phenotype
0	127536	1773.2442	0
1	127597	1773.2448	0
2	127848	1773.2465	0
3	127868	1773.2467	0
4	127900	1773.2471	0
5	127905	1773.2472	0
6	127922	1773.2473	0
7	127982	1773.2476	0
8	127997	1773.2479	0
9	128206	1773.2497	0
10	128219	1773.2498	0
11	128229	1773.2500	0
12	128238	1773.2501	0
13	128252	1773.2503	0
14	128291	1773.2508	0
15	128304	1773.2509	0
16	128317	1773.2510	1
17	129387	1773.2529	0
18	129408	1773.2530	0
19	129422	1773.2532	0
20	129555	1773.2543	0
21	129564	1773.2544	0
22	129589	1773.2546	0
23	129604	1773.2549	0
24	129628	1773.2551	0
25	129654	1773.2555	0
26	129659	1773.2556	0
27	129709	1773.2563	0
28	129736	1773.2566	0
29	129774	1438835.3	1
30	129847	1773.2575	0
31	129852	1773.2576	0
32	129925	1773.2582	0
33	129944	1773.2585	0
34	131929	1773.2592	0
35	135384	1773.2600	0
36	135562	1773.2613	0
37	135582	1773.2615	0
38	139266	1438837.3	1
39	139273	1438838.3	1
40	139283	1773.2620	0
41	143252	1773.2632	0
42	143281	1773.2633	0
43	143311	1773.2635	0
44	146397	1773.2642	0
45	146460	1773.2645	0
46	146481	1773.2646	0
47	146762	1438842.3	1
48	146820	1773.2650	0
49	147128	1773.2659	0
50	147158	1773.2661	0
51	147163	1773.2662	0
52	147168	1773.2663	0
53	147178	1773.2665	0
54	147183	1773.2666	0
55	147350	1773.2674	0
56	147405	1438845.3	1
57	147443	1438847.3	1
58	147449	1773.2677	0
59	147455	1438848.3	1
60	147514	1438854.3	1
61	147533	1773.2681	0
62	147638	1773.2691	0
63	147735	1438856.3	1
64	147840	1438862.3	1
65	147870	1773.2697	0
66	147917	1773.2700	0
67	148107	1773.2713	0
68	148278	1773.2715	0
69	148543	1773.2738	0
70	148548	1773.2739	0
71	148588	1438863.3	1
72	148606	1438865.3	1
73	148645	1773.2742	0
74	148780	1773.2745	0
75	148802	1438868.3	1
76	148809	1438869.3	1
77	148816	1438870.3	1
78	148843	1773.2747	0
79	148913	1773.2749	0
80	148969	1773.2754	0
81	148999	1773.2755	0
82	149029	1773.2757	0
83	149071	1773.2763	0
84	149110	1773.2769	0
85	149123	1773.2770	0
86	149141	1773.2772	0
87	149151	1773.2774	0
88	149233	1438871.3	1
89	149320	1438872.3	1
90	149396	1773.2804	0
91	149452	1773.2807	1
92	149478	1773.2808	0
93	149483	1773.2809	1
94	149519	1773.2813	0
95	149533	1773.2815	0
96	149600	1773.2820	0
97	149605	1773.2821	0
98	149683	1773.2831	0
99	149732	1773.2838	0
100	149737	1773.2839	0
101	149753	1773.2841	0
102	149799	1438874.3	1
103	149849	1773.2850	0
104	149869	1773.2854	0
105	149883	1773.2856	0
106	149898	1773.2859	0
107	149908	1773.2861	0
108	149919	1418256.3	0
109	149933	1773.2865	0
110	150012	1773.2874	0
111	150073	1773.2884	1
112	150123	1418255.3	0
113	150206	1418251.3	1
114	150354	1773.2903	0
115	150394	1773.2911	0
116	150399	1773.2912	0
117	150433	1773.2916	0
118	150464	1773.2918	0
119	150657	1773.2923	0
120	150733	1773.2929	0
121	150758	1773.2932	0
122	150784	1773.2936	1
123	150814	1773.2938	0
124	150820	1418253.3	1
125	151029	1773.2960	0
126	151183	1773.2974	0
127	151221	1773.2975	1
128	151243	1773.2978	1
129	151248	1773.2979	0
130	151253	1773.2980	0
131	151287	1773.2982	0
132	151311	1773.2986	0
133	151324	1773.2987	0
134	151344	1773.2991	0
135	151387	1773.2996	0
136	151403	1418252.3	1
137	151422	1773.3000	0
138	151471	1773.3009	0
139	151481	1773.3011	0
140	151504	1773.3014	0
141	151635	1418254.3	1
142	151658	1773.3021	0
143	151760	1773.3027	0
144	151781	1773.3030	0
145	151814	1773.3035	0
146	151835	1773.3038	0
147	151879	1773.3046	0
148	151922	1773.3051	0
149	152019	1773.3058	1
150	152049	1773.3064	0
151	152110	1773.3069	0
152	152245	1773.3077	0
153	152278	1773.3080	0
154	152283	1773.3081	1
155	152288	1773.3082	0
156	152293	1773.3083	0
157	152355	1773.3090	0
158	152394	1773.3093	0
159	152410	1773.3094	0
160	152424	1773.3095	0
161	152449	1773.3096	0
162	152528	1773.3099	0
163	152545	1773.3100	0
164	152605	1773.3108	0
165	152653	1773.3109	0
166	152668	1773.3112	0
167	152748	1773.3123	0
168	152753	1773.3124	0
169	152788	1773.3129	0
170	152798	1773.3130	0
171	152832	1773.3136	0
172	152943	1773.3148	0
173	152974	1773.3153	0
174	153023	1773.3160	0
175	153052	1773.3163	0
176	153062	1773.3165	0
177	153104	1773.3171	1
178	153118	1773.3169	0
179	153128	1773.3172	0
180	153214	1773.3184	1
181	153382	1773.3192	0
182	153541	1773.3203	0
183	153622	1773.3214	0
184	153665	1773.3222	0
185	153732	1773.3229	1
186	153747	1773.3230	0
187	153828	1773.3238	0
188	153879	1773.3240	0
189	153888	1773.3241	0
190	153893	1773.3242	0
191	153903	1773.3244	0
192	153924	1773.3247	0
193	153934	1773.3249	0
194	153964	1773.3254	0
195	153974	1773.3257	0
196	154074	1773.3262	0
197	154130	1773.3268	0
198	154145	1773.3271	0
199	154396	1773.3284	0
200	154441	1773.3293	0
201	154488	1773.3297	0
202	154558	1773.3307	0
203	154585	1773.3310	0
204	154595	1773.3312	0
205	154642	1773.3316	0
206	154655	1773.3317	0
207	154660	1773.3318	0
208	154812	1773.3338	0
209	154862	1773.3345	0
210	154867	1773.3346	0
211	154920	1773.3350	0
212	154925	1773.3351	0
213	155049	1773.3364	0
214	155059	1773.3366	0
215	155124	1773.3373	0
216	155143	1773.3375	0
217	155342	1773.3401	0
218	155431	1773.3408	0
219	155502	1773.300	1
220	155539	1773.3419	0
221	155549	1773.3421	1
222	155559	1773.3423	0
